UserName,MenuDate,Breakfast,MorningSnack,Lunch,AfternoonSnack,Dinner
CarmenM,2026-01-21,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-01-22,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-01-23,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1 | Manzana mediana x1,Casado vegetariano 1 plato x1,Papaya 1 taza x1 | Almendras 20 g x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-01-24,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Manzana mediana x1 | Almendras 20 g x1,Omelette de espinaca 1 porción x1 | Papa cocida 150 g x1 | Ensalada verde 1 taza x1,Papaya 1 taza x1 | Almendras 20 g x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-01-25,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Manzana mediana x1 | Almendras 20 g x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-01-26,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Papaya 1 taza x1 | Almendras 20 g x1,Tofu firme 100 g x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1
CarmenM,2026-01-27,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1 | Papaya 1 taza x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-01-28,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Tofu firme 100 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Tofu firme 100 g x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1
CarmenM,2026-01-29,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1 | Manzana mediana x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-01-30,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Casado vegetariano 1 plato x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-01-31,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-02-01,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Casado vegetariano 1 plato x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-02-02,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Omelette de espinaca 1 porción x1 | Papa cocida 150 g x1 | Ensalada verde 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-02-03,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Tofu firme 100 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-04,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1 | Papaya 1 taza x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1 | Hummus 2 cdas x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Omelette de espinaca 1 porción x1 | Tomate 1 unidad x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-05,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
CarmenM,2026-02-06,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Casado vegetariano 1 plato x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
CarmenM,2026-02-07,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Omelette de espinaca 1 porción x1 | Tomate 1 unidad x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-08,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1 | Manzana mediana x1,Omelette de espinaca 1 porción x1 | Papa cocida 150 g x1 | Ensalada verde 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-02-09,Cereal Poffis Jack's 30 g x1 | Leche descremada Dos Pinos 250 ml x1 | Manzana mediana x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Casado vegetariano 1 plato x1,Papaya 1 taza x1 | Almendras 20 g x1,Omelette de espinaca 1 porción x1 | Tomate 1 unidad x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-10,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Omelette de espinaca 1 porción x1 | Papa cocida 150 g x1 | Ensalada verde 1 taza x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Omelette de espinaca 1 porción x1 | Tomate 1 unidad x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-11,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-02-12,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1 | Manzana mediana x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Tofu firme 100 g x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-13,Cereal Poffis Jack's 30 g x1 | Leche descremada Dos Pinos 250 ml x1 | Manzana mediana x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Casado vegetariano 1 plato x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-14,Cereal Poffis Jack's 30 g x1 | Leche descremada Dos Pinos 250 ml x1 | Manzana mediana x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Omelette de espinaca 1 porción x1 | Tomate 1 unidad x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-15,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
CarmenM,2026-02-16,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-02-17,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Omelette de espinaca 1 porción x1 | Papa cocida 150 g x1 | Ensalada verde 1 taza x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-18,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1 | Papaya 1 taza x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-19,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1 | Manzana mediana x1,Omelette de espinaca 1 porción x1 | Papa cocida 150 g x1 | Ensalada verde 1 taza x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
CarmenM,2026-02-20,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Casado vegetariano 1 plato x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-21,Cereal Poffis Jack's 30 g x1 | Leche descremada Dos Pinos 250 ml x1 | Manzana mediana x1,Manzana mediana x1 | Almendras 20 g x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-02-22,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Manzana mediana x1 | Almendras 20 g x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-02-23,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Tofu firme 100 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-24,Cereal Poffis Jack's 30 g x1 | Leche descremada Dos Pinos 250 ml x1 | Manzana mediana x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1 | Manzana mediana x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-25,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Tofu firme 100 g x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-26,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x1 | Semillas de chía 1 cda x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Tofu firme 100 g x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1
CarmenM,2026-02-27,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Yogurt de fresa Dos Pinos 125 g x1 | Banano mediano x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-02-28,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Ensalada de garbanzos 1 porción x1 | Galleta soda Pozuelo 4 unidades x1
CarmenM,2026-03-01,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Manzana mediana x1 | Almendras 20 g x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-03-02,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1
CarmenM,2026-03-03,Tortilla de maíz 2 unidades x1 | Queso fresco Dos Pinos 30 g x1 | Tomate 1 unidad x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1 | Papaya 1 taza x1,Wrap vegetariano 1 unidad x1 | Pepino 1 taza x1 | Hummus 2 cdas x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-03-04,Pan cuadrado integral Musmanni 2 rebanadas x1 | Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Casado vegetariano 1 plato x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-03-05,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Tofu firme 100 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Yogurt griego natural Dos Pinos 150 g x1 | Fresas 1 taza x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-03-06,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1 | Manzana mediana x1,Casado vegetariano 1 plato x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Tofu firme 100 g x1 | Vegetales salteados 1 taza x1 | Aguacate 1/2 unidad x1
CarmenM,2026-03-07,Bagel integral Musmanni 1 unidad x1 | Queso cottage Dos Pinos 1 taza x1 | Fresas 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Lentejas cocidas 1 taza x1 | Arroz blanco cocido 1 taza x1 | Brócoli al vapor 1 taza x1 | Tomate 1 unidad x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-03-08,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Ensalada de garbanzos 1 porción x1 | Pan cuadrado integral Musmanni 2 rebanadas x1,Barra de cereal Jack's 1 unidad x1 | Manzana mediana x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
CarmenM,2026-03-09,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Piña 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Casado vegetariano 1 plato x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
CarmenM,2026-03-10,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Papaya 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Papaya 1 taza x1,Garbanzos cocidos 1 taza x1 | Camote cocido 150 g x1 | Vegetales salteados 1 taza x1,Galleta maría Pozuelo 4 unidades x1 | Leche descremada Dos Pinos 250 ml x1,Lentejas cocidas 1 taza x1 | Ensalada verde 1 taza x1 | Bagel integral Musmanni 1 unidad x1
DanielM,2026-01-01,Pan cuadrado integral Musmanni 2 rebanadas x2 | Revuelto de huevo con tomate 1 porción x1 | Aguacate 1/2 unidad x1 | Café negro 1 taza x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Meneitos Jack's 25 g x1 | Yogurt griego natural Dos Pinos 150 g x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x2 | Brócoli al vapor 1 taza x1
DanielM,2026-01-02,Tortilla de maíz 2 unidades x2 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Manzana mediana x1 | Almendras 20 g x1 | Leche más proteína Dos Pinos 250 ml x1,Pechuga de pollo a la plancha 120 g x1 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x1 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Papaya 1 taza x1 | Almendras 20 g x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
DanielM,2026-01-03,Avena en hojuelas 40 g x1 | Leche descremada Dos Pinos 250 ml x1 | Banano mediano x2 | Semillas de chía 1 cda x1,Manzana mediana x1 | Almendras 20 g x1,Carne molida magra 120 g x1 | Camote cocido 150 g x2 | Brócoli al vapor 1 taza x1,Batido de proteína 1 porción x1 | Banano mediano x2,Pechuga de pollo a la plancha 120 g x1 | Camote cocido 150 g x1 | Ensalada verde 1 taza x1
DanielM,2026-01-04,Tortilla de maíz 2 unidades x2 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Papaya 1 taza x1 | Galleta soda Pozuelo 4 unidades x1 | Barra de cereal Jack's 1 unidad x1,Pechuga de pollo a la plancha 120 g x2 | Arroz integral cocido 1 taza x1 | Frijoles negros cocidos 1 taza x2 | Ensalada verde 1 taza x1 | Aguacate 1/2 unidad x1,Yogurt de fresa Dos Pinos 125 g x1 | Galleta maría Pozuelo 4 unidades x1,Pechuga de pollo a la plancha 120 g x1 | Camote cocido 150 g x2 | Ensalada verde 1 taza x1
DanielM,2026-01-05,Tortilla de maíz 2 unidades x2 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Barra de cereal Jack's 1 unidad x1 | Leche descremada Dos Pinos 250 ml x1,Atún en agua Sardimar 1 lata x1 | Pasta integral cocida 1 taza x1 | Ensalada verde 1 taza x1,Papaya 1 taza x2 | Almendras 20 g x1,Tilapia al horno 120 g x1 | Papa cocida 150 g x2 | Vegetales salteados 1 taza x1
DanielM,2026-01-06,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Fresas 1 taza x1 | Mantequilla de maní 1 cda x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x2 | Leche más proteína Dos Pinos 250 ml x1,Atún en agua Sardimar 1 lata x1 | Pasta integral cocida 1 taza x2 | Ensalada verde 1 taza x1,Batido de proteína 1 porción x1 | Banano mediano x2,Omelette de espinaca 1 porción x1 | Aguacate 1/2 unidad x1 | Tomate 1 unidad x1
DanielM,2026-01-07,Gallo pinto casero 1 taza x2 | Huevo entero 1 unidad x2 | Queso fresco Dos Pinos 30 g x1 | Papaya 1 taza x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x2,Lomo de cerdo a la plancha 120 g x2 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Batido de proteína 1 porción x2 | Banano mediano x2,Tilapia al horno 120 g x1 | Papa cocida 150 g x1 | Vegetales salteados 1 taza x1
DanielM,2026-01-08,Pan cuadrado integral Musmanni 2 rebanadas x1 | Revuelto de huevo con tomate 1 porción x1 | Aguacate 1/2 unidad x1 | Café negro 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Atún en agua Sardimar 1 lata x1 | Pasta integral cocida 1 taza x2 | Ensalada verde 1 taza x1,Papaya 1 taza x2 | Almendras 20 g x1 | Leche más proteína Dos Pinos 250 ml x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x2 | Brócoli al vapor 1 taza x1
DanielM,2026-01-09,Tortilla de maíz 2 unidades x1 | Huevo entero 1 unidad x2 | Queso mozzarella Dos Pinos 30 g x1 | Piña 1 taza x1,Sandía 1 taza x1 | Nueces mixtas 20 g x1,Casado con pollo 1 plato x1,Queso cottage Dos Pinos 1 taza x1 | Piña 1 taza x1,Sopa negra 1 taza x1 | Queso fresco Dos Pinos 30 g x1 | Tortilla de maíz 2 unidades x1
DanielM,2026-01-10,Yogurt griego natural Dos Pinos 150 g x1 | Granola artesanal 30 g x1 | Fresas 1 taza x1 | Mantequilla de maní 1 cda x1,Yogurt griego natural Dos Pinos 150 g x1 | Banano mediano x1 | Leche más proteína Dos Pinos 250 ml x1,Lomo de cerdo a la plancha 120 g x1 | Yuca cocida 150 g x1 | Pico de gallo 1 porción x1 | Ensalada verde 1 taza x1,Papaya 1 taza x1 | Almendras 20 g x1,Salmón al horno 120 g x1 | Arroz integral cocido 1 taza x1 | Brócoli al vapor 1 taza x1
